BIB NO.,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN
4179,37,M,M OPEN,00:22:14,00:03:43,01:06:00,00:01:30,00:49:08
4181,37,M,M OPEN,00:22:55,00:05:36,01:18:14,00:02:38,00:58:30
4185,37,M,M OPEN,00:25:38,00:03:57,01:12:47,00:01:44,00:48:03
4186,37,M,M OPEN,00:26:10,00:07:25,01:22:28,00:01:36,01:08:05
4187,37,M,M OPEN,00:23:41,00:14:42,01:39:24,00:10:25,00:58:28
4189,37,M,M OPEN,00:21:54,00:04:52,01:13:31,00:01:57,00:54:01
4190,37,M,M OPEN,00:26:55,00:08:29,01:25:23,00:03:24,00:54:31
4191,37,M,M OPEN,00:29:53,00:08:53,01:17:26,00:02:49,00:57:39
4195,37,M,M OPEN,00:43:02,00:16:31,02:15:29,00:04:10,01:09:38
4197,37,M,M OPEN,00:22:17,00:04:29,01:08:32,00:01:24,00:43:55
4198,37,M,M OPEN,00:20:41,00:08:11,01:15:16,00:03:27,00:55:51
4199,37,M,M OPEN,00:26:40,00:05:04,01:23:36,00:02:36,00:49:11
4200,37,M,M OPEN,00:21:39,00:03:18,01:06:09,00:00:57,00:43:36
4201,37,M,M OPEN,00:23:56,00:04:00,01:08:59,00:01:53,00:53:00
4202,37,M,M OPEN,00:24:17,00:06:53,01:26:03,00:02:02,00:52:18
4203,37,M,M OPEN,00:23:10,00:08:16,01:14:30,00:04:52,01:04:50
4205,37,M,M OPEN,00:30:10,00:12:15,01:34:28,00:05:05,00:55:10
4206,37,M,M OPEN,00:18:49,00:04:35,01:12:47,00:02:04,00:47:08
4207,37,M,M OPEN,00:27:42,00:08:20,01:40:39,00:01:28,00:58:43
4208,37,M,M OPEN,00:29:25,00:18:15,01:57:59,00:05:00,01:10:35
4209,37,M,M OPEN,00:24:23,00:05:58,01:20:37,00:02:05,00:56:45
4210,37,M,M OPEN,00:26:13,00:11:38,01:28:35,00:03:29,00:57:36
4211,37,M,M OPEN,00:30:34,00:11:15,01:39:04,00:03:03,01:27:40
4213,37,M,M OPEN,00:20:10,00:07:07,01:13:34,00:02:22,00:51:01
4216,37,M,M OPEN,00:25:44,00:08:03,01:31:42,00:03:00,00:54:25
4217,37,M,M OPEN,00:24:00,00:11:33,01:43:43,00:04:06,01:01:11
4221,37,M,M OPEN,00:28:36,00:07:45,01:26:34,00:06:06,01:16:57
4222,37,M,M OPEN,00:31:53,00:14:34,01:50:50,00:03:45,01:20:30
4225,38,M,M OPEN,00:34:57,00:08:40,01:32:15,00:02:34,01:10:13
4226,38,M,M OPEN,00:23:46,00:06:35,01:21:01,00:02:46,00:46:01
4228,38,M,M OPEN,00:25:05,00:07:15,01:14:48,00:02:55,00:44:45
4229,38,M,M OPEN,00:21:58,00:03:15,01:07:36,00:01:24,00:41:22
4231,38,M,M OPEN,00:24:06,00:08:06,01:19:54,00:03:04,00:50:36
4232,38,M,M OPEN,00:21:18,00:05:13,01:07:39,00:01:54,00:48:23
4233,38,M,M OPEN,00:29:56,00:11:55,01:35:03,00:04:01,01:10:28
4234,38,M,M OPEN,00:34:01,00:04:24,01:34:36,00:03:10,01:04:35
4235,38,M,M OPEN,00:27:21,00:07:37,01:30:55,00:02:42,00:55:24
4237,38,M,M OPEN,00:21:14,00:04:46,01:12:31,00:02:03,00:49:48
4238,38,M,M OPEN,00:24:36,00:10:53,01:27:53,00:05:01,01:06:20
4239,38,M,M OPEN,00:26:06,00:05:53,01:14:39,00:01:55,00:51:29
4240,38,M,M OPEN,00:29:19,00:08:18,01:28:24,00:04:09,00:55:15
4242,38,M,M OPEN,00:46:53,00:20:36,01:54:41,00:07:43,01:18:26
4243,38,M,M OPEN,00:21:36,00:06:01,01:13:40,00:02:22,00:52:31
4244,38,M,M OPEN,00:24:15,00:08:09,01:23:07,00:03:17,00:58:41
4245,38,M,M OPEN,00:24:27,00:08:06,01:23:44,00:03:02,00:59:05
4246,38,M,M OPEN,00:27:12,00:10:14,01:48:20,00:03:24,01:11:59
4247,38,M,M OPEN,00:22:14,00:05:10,01:17:30,00:02:39,01:03:18
4248,38,M,M OPEN,00:22:04,00:05:46,01:21:02,00:01:48,00:54:47
4249,38,M,M OPEN,00:23:47,00:05:03,01:14:59,00:01:35,00:47:07
4250,38,M,M OPEN,00:22:17,00:03:27,01:14:23,00:01:07,00:52:54
4251,38,M,M OPEN,00:20:18,00:03:05,01:02:38,00:01:05,00:38:03
4252,38,M,M OPEN,00:32:53,00:05:58,01:48:03,00:02:50,01:09:15
4253,38,M,M OPEN,00:25:17,00:10:13,01:38:49,00:05:09,01:27:54
4254,38,M,M OPEN,00:25:37,00:05:31,01:25:26,00:01:52,00:53:12
4257,38,M,M OPEN,00:22:32,00:05:14,01:10:21,00:02:09,00:59:00
4261,38,M,M OPEN,00:26:49,00:06:22,01:34:56,00:03:42,01:03:00
4262,38,M,M OPEN,00:22:01,00:04:40,01:13:35,00:01:24,00:54:06
4263,38,M,M OPEN,00:22:51,00:06:53,01:36:18,00:02:00,01:07:02
4264,38,M,M OPEN,00:26:16,00:07:28,01:22:56,00:02:43,01:03:11
4265,38,M,M OPEN,00:25:05,00:07:16,01:15:28,00:02:59,00:49:39
4266,38,M,M OPEN,00:24:20,00:06:59,01:16:57,00:02:29,00:55:54
4267,38,M,M OPEN,00:24:32,00:08:19,01:19:15,00:03:49,00:50:45
4270,38,M,M OPEN,00:27:29,00:07:04,01:21:42,00:02:18,01:12:48
4271,38,M,M OPEN,00:24:38,00:09:46,01:29:13,00:03:32,00:53:08
4272,38,M,M OPEN,00:21:04,00:04:31,01:24:38,00:02:44,00:53:06
4273,38,M,M OPEN,00:24:16,00:03:41,01:14:43,00:01:26,00:45:26
4276,38,M,M OPEN,00:26:53,00:05:02,01:14:21,00:01:52,00:56:35
4277,38,M,M OPEN,00:23:36,00:04:25,01:11:40,00:02:02,00:46:42
4278,38,M,M OPEN,00:21:55,00:07:48,01:18:30,00:04:09,00:51:16
4279,38,M,M OPEN,00:20:49,00:04:12,01:11:11,00:01:44,00:48:52
4280,38,M,M OPEN,00:27:07,00:04:44,01:14:56,00:02:24,00:51:18
4281,38,M,M OPEN,00:19:12,00:06:03,01:18:54,00:01:55,00:53:37
4284,38,M,M OPEN,00:24:28,00:07:22,01:32:02,00:03:53,01:01:46
4286,38,M,M OPEN,00:25:17,00:10:24,01:22:11,00:03:03,01:00:41
4288,38,M,M OPEN,00:21:23,00:04:22,01:13:13,00:01:47,00:51:12
4289,38,M,M OPEN,00:34:53,00:16:52,01:34:21,00:04:57,00:55:05
4290,38,M,M OPEN,00:29:29,00:08:51,01:41:18,00:04:34,01:16:15
4291,38,M,M OPEN,00:24:21,00:06:03,01:16:24,00:02:04,00:53:35
4292,38,M,M OPEN,00:19:46,00:12:20,01:27:21,00:03:03,00:53:52
4293,38,M,M OPEN,00:22:30,00:05:04,01:18:49,00:02:24,01:02:30
4294,38,M,M OPEN,00:21:16,00:06:40,01:15:33,00:02:56,01:02:02
4295,38,M,M OPEN,00:25:50,00:05:12,01:18:26,00:01:45,01:00:15
4297,38,M,M OPEN,00:20:14,00:05:53,01:21:40,00:01:37,00:47:52
4298,38,M,M OPEN,00:26:30,00:06:07,01:21:14,00:01:59,00:54:14
4300,38,M,M OPEN,00:19:29,00:04:41,01:05:43,00:01:27,00:47:16
4302,38,M,M OPEN,00:25:23,00:05:56,01:23:15,00:01:24,00:47:20
4303,38,M,M OPEN,00:30:01,00:09:18,01:38:56,00:03:48,00:59:59
4304,38,M,M OPEN,00:22:56,00:07:44,01:26:36,00:02:37,00:55:27
4305,38,M,M OPEN,00:23:17,00:07:43,01:33:17,00:04:13,01:14:12
4306,38,M,M OPEN,00:27:26,00:09:52,01:33:51,00:03:28,01:32:19
4307,38,M,M OPEN,00:38:07,00:09:19,01:46:02,00:04:13,01:06:08
4308,38,M,M OPEN,00:30:05,00:07:38,01:23:49,00:03:13,01:02:05
4309,38,M,M OPEN,00:21:58,00:04:37,01:12:15,00:01:40,00:46:22
4311,38,M,M OPEN,00:18:28,00:05:50,01:12:50,00:01:52,00:55:53
4312,38,M,M OPEN,00:22:38,00:07:02,01:14:20,00:02:34,00:48:28
4314,38,M,M OPEN,00:22:17,00:09:20,01:27:09,00:03:41,01:02:53
4315,38,M,M OPEN,00:26:42,00:15:27,01:44:55,00:04:16,01:06:45
4319,38,M,CLY,00:35:10,00:13:07,01:46:48,00:04:30,01:30:04
4321,38,M,M OPEN,00:29:40,00:09:40,01:35:25,00:03:21,01:19:34
4322,38,M,M OPEN,00:28:52,00:05:30,01:18:22,00:01:34,00:47:09
4323,38,M,M OPEN,00:24:31,00:07:56,01:28:43,00:03:59,00:59:05
4324,38,M,M OPEN,00:26:08,00:06:10,01:26:58,00:02:47,00:56:23
4325,38,M,M OPEN,00:24:20,00:04:15,01:12:33,00:01:13,00:46:19
4327,38,M,M OPEN,00:23:31,00:04:36,01:18:12,00:02:48,01:06:12
4330,38,M,M OPEN,00:23:26,00:04:03,01:08:18,00:01:37,00:51:16
4331,38,M,M OPEN,00:29:14,00:11:00,01:23:35,00:03:43,00:57:54
4332,38,M,M OPEN,00:25:22,00:09:31,01:31:44,00:06:06,01:00:42
4333,38,M,M OPEN,00:25:48,00:07:54,01:18:41,00:03:30,01:04:56
4334,39,M,M OPEN,00:34:03,00:11:17,01:42:44,00:03:10,01:17:07
4335,39,M,M OPEN,00:21:14,00:06:20,01:17:58,00:02:14,00:59:28
4336,39,M,M OPEN,00:26:12,00:06:52,01:23:00,00:03:10,00:55:48
4337,39,M,M OPEN,00:29:15,00:06:43,01:39:58,00:04:31,01:01:36
4338,39,M,M OPEN,00:23:13,00:04:33,01:17:02,00:01:54,01:05:36
4339,39,M,M OPEN,00:20:08,00:06:58,01:16:34,00:02:52,00:49:55
4341,39,M,M OPEN,00:23:53,00:05:59,01:17:01,00:02:10,00:57:36
4342,39,M,M OPEN,00:24:48,00:06:55,01:26:05,00:02:27,00:50:57
4344,39,M,M OPEN,00:25:06,00:05:42,01:17:47,00:02:13,00:52:06
4346,39,M,M OPEN,00:22:49,00:06:46,01:23:40,00:02:44,00:59:59
4348,39,M,M OPEN,00:27:21,00:11:24,01:44:13,00:07:36,01:15:25
4349,39,M,M OPEN,00:26:02,00:07:10,01:21:40,00:02:42,01:03:44
4350,39,M,M OPEN,00:23:03,00:06:04,01:22:35,00:03:35,00:53:47
4353,39,M,M OPEN,00:23:04,00:05:34,01:13:21,00:02:18,00:53:18
4354,39,M,M OPEN,00:27:22,00:05:36,01:24:49,00:02:10,01:07:52
4359,39,M,M OPEN,00:26:42,00:05:54,01:15:10,00:04:39,01:06:00
4362,39,M,M OPEN,00:33:31,00:09:49,01:41:51,00:02:18,00:59:26
4363,39,M,M OPEN,00:24:35,00:09:08,01:19:03,00:03:27,00:57:22
4365,39,M,M OPEN,00:25:58,00:09:21,01:21:06,00:05:02,01:02:16
4366,39,M,M OPEN,00:23:06,00:08:33,01:35:17,00:03:35,00:50:01
4367,39,M,M OPEN,00:26:01,00:12:19,01:21:44,00:05:43,01:05:41
4368,39,M,M OPEN,00:26:48,00:05:43,01:22:27,00:01:16,00:56:06
4369,39,M,M OPEN,00:21:32,00:04:54,01:16:17,00:02:39,00:52:10
4370,39,M,M OPEN,00:30:26,00:05:36,01:29:33,00:02:34,00:50:47
4371,39,M,M OPEN,00:23:11,00:06:03,01:13:49,00:03:19,00:50:57
4372,39,M,CLY,00:24:51,00:08:37,01:26:23,00:03:22,01:11:13
4374,39,M,M OPEN,00:37:19,00:10:17,01:49:03,00:03:02,01:34:37
4376,39,M,M OPEN,00:24:01,00:06:53,01:49:40,00:01:43,00:52:37
4378,39,M,M OPEN,00:22:32,00:07:35,01:20:55,00:02:14,00:55:27
4379,39,M,M OPEN,00:25:18,00:07:02,01:26:59,00:05:03,01:10:18
4380,39,M,M OPEN,00:26:18,00:06:57,01:14:37,00:03:58,00:59:15
4381,39,M,M OPEN,00:23:41,00:05:25,01:27:40,00:02:42,01:07:26
4382,39,M,M OPEN,00:29:23,00:07:17,01:30:01,00:03:02,01:03:08
4383,39,M,M OPEN,00:17:56,00:03:41,01:02:41,00:01:23,00:43:52
4384,39,M,M OPEN,00:29:56,00:09:35,01:35:14,00:03:06,01:21:55
4386,39,M,M OPEN,00:21:31,00:03:51,01:07:57,00:01:37,00:46:26
4387,39,M,M OPEN,00:21:24,00:04:36,01:10:32,00:02:30,01:01:59
4390,39,M,M OPEN,00:28:02,00:07:03,01:27:54,00:02:57,01:11:40
4393,35,M,M OPEN,00:24:13,00:04:40,01:12:46,00:01:57,00:50:49
4395,39,M,M OPEN,00:24:16,00:06:42,01:15:13,00:01:57,01:08:46
4396,39,M,M OPEN,00:25:55,00:07:45,01:33:02,00:03:57,01:17:44
4398,39,M,M OPEN,00:26:55,00:06:57,01:17:29,00:02:16,01:02:15
4399,39,M,M OPEN,00:22:03,00:06:53,01:19:34,00:02:42,00:58:53
4401,39,M,M OPEN,00:23:42,00:03:31,01:09:30,00:01:08,00:49:32
4402,39,M,M OPEN,00:26:39,00:05:46,01:18:22,00:02:49,01:01:00
4403,39,M,M OPEN,00:27:29,00:09:52,01:31:46,00:04:14,01:01:44
4404,39,M,M OPEN,00:29:51,00:06:02,01:29:26,00:01:57,00:57:42
4405,39,M,M OPEN,00:24:17,00:04:05,01:13:43,00:01:10,00:46:42
4407,39,M,M OPEN,00:28:15,00:07:21,01:43:44,00:03:11,00:56:12
4409,39,M,M OPEN,00:23:19,00:08:33,01:17:08,00:06:50,01:06:16
4410,39,M,M OPEN,00:23:00,00:09:11,01:15:44,00:02:20,00:50:03
4411,39,M,M OPEN,00:21:33,00:04:30,01:35:49,00:02:51,01:04:20
4412,39,M,M OPEN,00:24:16,00:05:18,01:24:02,00:03:44,01:08:20
4413,39,M,M OPEN,00:22:10,00:06:23,01:22:55,00:03:19,01:15:10
4415,39,M,M OPEN,00:27:14,00:07:41,01:14:04,00:02:34,00:52:21
4416,39,M,M OPEN,00:30:41,00:04:54,01:22:23,00:01:52,00:49:49
4417,39,M,M OPEN,00:24:19,00:05:39,01:26:40,00:03:19,01:06:52
4418,39,M,M OPEN,00:22:34,00:05:27,01:11:52,00:02:50,00:49:13
4420,39,M,M OPEN,00:21:39,00:05:08,01:13:50,00:02:17,00:53:37
4422,39,M,M OPEN,00:27:56,00:09:02,01:25:41,00:02:49,01:06:56
4424,39,M,M OPEN,00:23:08,00:05:12,01:23:13,00:02:08,00:42:13
4425,39,M,M OPEN,00:26:18,00:05:06,01:14:36,00:02:26,00:56:55
4426,39,M,M OPEN,00:24:29,00:05:14,01:15:02,00:04:04,00:49:13
4427,39,M,M OPEN,00:26:03,00:07:08,01:28:24,00:02:13,01:02:41
4428,39,M,M OPEN,00:27:53,00:06:05,01:22:36,00:03:26,00:57:03
4429,39,M,M OPEN,00:23:00,00:05:33,01:26:04,00:03:59,01:05:51
4430,39,M,M OPEN,00:26:09,00:06:01,01:40:10,00:02:46,01:27:55
4431,39,M,M OPEN,00:24:10,00:06:26,01:13:36,00:01:39,00:49:26
4435,39,M,M OPEN,00:20:48,00:03:38,01:13:30,00:01:12,00:49:52
4436,39,M,M OPEN,00:27:28,00:12:18,01:49:07,00:01:32,01:07:46
4439,39,M,M OPEN,00:29:23,00:05:37,01:18:53,00:02:54,01:02:51
4440,30,M,M OPEN,00:27:16,00:08:33,01:20:09,00:02:44,00:57:48
4441,30,M,M OPEN,00:28:00,00:05:27,01:46:12,00:02:36,01:10:25
4443,30,M,M OPEN,00:25:22,00:04:44,01:27:21,00:02:26,00:47:00
4444,30,M,M OPEN,00:28:58,00:14:07,01:32:44,00:05:34,01:06:00
4446,30,M,M OPEN,00:24:53,00:09:42,01:38:20,00:03:11,02:03:11
4448,30,M,M OPEN,00:26:04,00:05:52,01:17:52,00:01:56,00:55:49
4449,30,M,M OPEN,00:26:46,00:04:45,01:17:55,00:01:56,01:10:10
4450,30,M,M OPEN,00:20:14,00:03:51,01:12:18,00:01:12,00:46:21
4451,30,M,M OPEN,00:24:01,00:08:17,01:39:45,00:05:09,01:08:32
4452,30,M,M OPEN,00:24:15,00:08:35,01:33:32,00:02:36,00:55:55
4454,30,M,M OPEN,00:22:45,00:05:23,01:11:09,00:02:40,00:50:47
4455,30,M,M OPEN,00:22:02,00:04:50,01:14:22,00:01:37,00:45:56
4457,30,M,M OPEN,00:20:44,00:04:54,01:34:25,00:03:59,01:10:13
4459,30,M,M OPEN,00:21:46,00:06:00,01:30:10,00:02:22,01:31:00
4460,30,M,M OPEN,00:22:29,00:07:09,01:24:42,00:02:08,01:02:40
4461,30,M,M OPEN,00:22:50,00:07:19,01:34:30,00:01:27,00:48:43
4462,30,M,M OPEN,00:20:52,00:05:00,01:18:04,00:02:02,00:54:45
4463,30,M,M OPEN,00:16:44,00:03:27,01:13:58,00:02:15,00:49:37
4464,30,M,M OPEN,00:26:35,00:10:01,01:59:55,00:02:24,01:10:42
4465,30,M,M OPEN,00:27:04,00:05:49,01:22:39,00:02:20,00:50:41
4466,30,M,M OPEN,00:15:33,00:04:33,01:11:05,00:00:54,00:47:59
4467,30,M,M OPEN,00:23:19,00:08:37,01:32:23,00:04:05,00:56:45
4468,30,M,M OPEN,00:25:58,00:07:07,01:28:06,00:03:26,01:00:40
4469,30,M,M OPEN,00:24:01,00:05:09,01:16:21,00:02:04,00:56:10
4470,30,M,M OPEN,00:28:49,00:07:43,01:44:37,00:05:18,01:08:37
4475,30,M,M OPEN,00:33:00,00:05:58,01:20:58,00:01:30,00:47:37
4476,30,M,M OPEN,00:23:27,00:09:50,01:24:08,00:04:08,00:55:36
4477,30,M,M OPEN,00:23:59,00:08:16,01:24:19,00:04:44,00:56:31
4480,30,M,M OPEN,00:19:29,00:05:41,01:12:40,00:01:32,00:48:42
4481,30,M,M OPEN,00:22:25,00:06:27,01:25:05,00:02:21,00:46:13
4482,30,M,M OPEN,00:25:28,00:07:36,01:29:13,00:01:47,01:07:30
4484,30,M,M OPEN,00:23:59,00:08:30,01:39:44,00:03:52,01:06:12
4485,30,M,M OPEN,00:22:28,00:04:37,01:06:35,00:01:51,00:45:15
4486,30,M,M OPEN,00:23:14,00:09:29,01:16:24,00:03:55,00:56:42
4487,30,M,M OPEN,00:17:39,00:04:06,01:08:16,00:01:24,00:49:35
4491,30,M,M OPEN,00:27:00,00:06:42,01:34:42,00:06:21,01:13:42
4492,30,M,M OPEN,00:18:30,00:04:22,01:09:33,00:01:23,00:48:43
4493,30,M,M OPEN,00:23:45,00:08:06,01:17:47,00:03:50,01:08:39
4497,30,M,M OPEN,00:23:20,00:06:15,01:15:45,00:02:21,00:51:22
4499,30,M,M OPEN,00:22:50,00:03:11,01:06:14,00:01:41,00:56:58
4500,30,M,M OPEN,00:15:07,00:03:22,01:01:15,00:01:15,00:38:35
4501,30,M,M OPEN,00:27:06,00:05:35,01:21:22,00:01:57,00:57:50
4503,30,M,M OPEN,00:25:08,00:05:25,01:21:30,00:03:00,01:01:30
4504,30,M,M OPEN,00:27:40,00:06:35,02:16:24,00:03:34,01:32:44
4507,30,M,M OPEN,00:18:40,00:03:50,01:11:17,00:01:57,00:50:24
4509,30,M,M OPEN,00:20:12,00:06:02,01:14:41,00:02:25,00:47:15
4512,30,M,M OPEN,00:24:14,00:04:45,01:13:25,00:02:07,01:06:11
4513,30,M,M OPEN,00:30:14,00:09:09,01:34:09,00:02:45,00:58:30
4514,30,M,M OPEN,00:23:05,00:03:44,01:13:24,00:01:04,00:50:39
4515,30,M,M OPEN,00:16:39,00:03:44,01:09:16,00:01:04,00:47:25
4517,30,M,M OPEN,00:20:29,00:03:56,01:05:56,00:01:15,00:43:20
4518,30,M,M OPEN,00:28:25,00:07:01,01:27:58,00:03:28,00:56:10
4520,30,M,M OPEN,00:21:15,00:04:29,01:10:01,00:01:51,00:46:50
4521,30,M,M OPEN,00:28:53,00:05:15,01:21:13,00:02:39,01:00:16
4522,30,M,M OPEN,00:17:01,00:03:16,01:04:23,00:01:12,00:42:20
4523,30,M,M OPEN,00:24:59,00:05:48,01:08:42,00:01:33,00:47:24
4524,30,M,M OPEN,00:20:06,00:03:35,01:12:45,00:01:59,00:45:32
4526,30,M,M OPEN,00:22:32,00:09:10,01:17:26,00:02:02,00:53:22
4527,31,M,M OPEN,00:20:57,00:04:04,01:17:58,00:02:54,00:45:42
4528,31,M,M OPEN,00:21:25,00:06:46,01:22:37,00:02:15,01:08:26
4529,31,M,M OPEN,00:21:02,00:04:19,01:15:15,00:01:38,00:55:55
4530,31,M,M OPEN,00:22:38,00:08:10,01:17:43,00:03:45,01:01:29
4531,31,M,M OPEN,00:25:03,00:06:52,01:27:19,00:02:08,01:11:26
4533,31,M,M OPEN,00:19:22,00:03:04,01:07:51,00:01:15,00:39:09
4534,31,M,M OPEN,00:27:05,00:07:46,01:26:24,00:03:31,01:05:22
4536,31,M,M OPEN,00:24:20,00:07:19,01:16:54,00:02:21,00:52:23
4537,31,M,M OPEN,00:23:30,00:06:26,01:14:53,00:01:56,00:52:13
4538,31,M,M OPEN,00:23:02,00:08:11,01:28:47,00:04:07,01:12:09
4539,31,M,M OPEN,00:27:19,00:06:41,01:11:35,00:02:55,00:54:37
4542,31,M,M OPEN,00:20:20,00:05:17,01:15:01,00:04:30,00:47:22
4545,31,M,M OPEN,00:20:31,00:05:19,01:14:27,00:02:44,00:48:37
4546,31,M,M OPEN,00:20:49,00:06:16,01:22:35,00:02:44,00:54:43
4547,31,M,M OPEN,00:23:47,00:06:20,01:14:10,00:01:54,00:55:11
4548,31,M,M OPEN,00:24:15,00:07:25,01:17:05,00:02:04,00:49:49
4550,31,M,M OPEN,00:23:48,00:05:26,01:22:21,00:02:30,01:11:41
4551,31,M,M OPEN,00:21:07,00:04:03,01:11:40,00:01:37,00:52:44
4552,31,M,M OPEN,00:19:40,00:03:50,01:10:42,00:01:19,01:00:05
4553,31,M,M OPEN,00:22:54,00:09:27,01:21:08,00:05:53,01:11:26
4556,31,M,M OPEN,00:24:23,00:04:47,01:12:58,00:01:48,00:48:33
4557,31,M,M OPEN,00:22:23,00:07:20,01:23:22,00:02:32,01:01:15
4558,31,M,M OPEN,00:20:13,00:04:34,01:11:58,00:01:24,00:48:56
4559,31,M,M OPEN,00:27:51,00:07:51,01:37:56,00:04:54,01:16:59
4561,31,M,M OPEN,00:20:16,00:04:29,01:19:40,00:01:51,00:46:57
4565,31,M,M OPEN,00:40:58,00:10:45,01:58:52,00:06:44,01:30:57
4567,31,M,M OPEN,00:31:24,00:07:00,01:39:05,00:01:40,00:56:10
4568,31,M,M OPEN,00:23:30,00:05:06,01:20:59,00:02:32,00:47:39
4569,31,M,M OPEN,00:20:39,00:05:08,01:32:47,00:02:40,00:59:12
4571,31,M,M OPEN,00:19:42,00:07:21,01:20:12,00:03:06,01:10:05
4572,31,M,M OPEN,00:29:57,00:05:50,01:15:20,00:03:27,01:09:46
4573,31,M,M OPEN,00:24:57,00:06:05,01:19:26,00:02:26,01:09:17
4574,31,M,M OPEN,00:24:40,00:05:38,01:19:16,00:02:43,00:56:57
4576,31,M,M OPEN,00:24:22,00:08:50,01:13:02,00:02:31,00:56:58
4577,31,M,M OPEN,00:26:00,00:07:37,01:34:19,00:02:19,01:13:33
4578,31,M,M OPEN,00:20:25,00:03:47,01:08:35,00:01:30,00:44:11
4579,31,M,M OPEN,00:23:33,00:05:33,01:29:18,00:03:10,00:52:39
4580,31,M,M OPEN,00:22:09,00:04:31,01:13:50,00:01:09,00:52:08
4583,31,M,M OPEN,00:37:38,00:13:50,01:34:02,00:02:07,00:55:32
4584,31,M,M OPEN,00:25:46,00:07:42,01:30:55,00:02:49,01:15:22
4586,31,M,M OPEN,00:27:44,00:14:52,01:25:29,00:02:37,00:56:17
4588,31,M,M OPEN,00:27:35,00:05:26,01:20:18,00:01:54,01:02:18
4590,31,M,M OPEN,00:30:25,00:11:10,01:29:22,00:03:51,01:08:07
4593,31,M,M OPEN,00:21:44,00:05:00,01:15:23,00:02:11,00:49:48
4594,31,M,M OPEN,00:31:50,00:10:27,01:58:54,00:03:44,01:33:57
4595,31,M,M OPEN,00:38:28,00:06:19,01:28:31,00:03:56,01:07:59
4597,31,M,M OPEN,00:27:07,00:06:30,01:18:58,00:02:19,00:45:28
4598,31,M,M OPEN,00:26:56,00:07:52,01:30:07,00:05:09,00:53:46
4599,31,M,M OPEN,00:27:39,00:10:44,01:29:03,00:02:46,01:03:41
4600,31,M,M OPEN,00:23:29,00:04:05,01:10:46,00:01:58,00:56:50
4601,31,M,M OPEN,00:20:22,00:04:12,01:14:23,00:01:37,00:48:04
4603,31,M,M OPEN,00:19:40,00:05:44,01:17:50,00:02:15,00:49:24
4604,31,M,M OPEN,00:19:19,00:05:54,01:14:09,00:02:18,00:54:17
4607,31,M,M OPEN,00:24:10,00:05:54,01:12:53,00:01:56,00:48:28
4609,31,M,M OPEN,00:21:44,00:05:29,01:17:36,00:01:52,00:59:43
4610,31,M,M OPEN,00:25:56,00:07:42,01:13:58,00:03:27,00:41:52
4611,31,M,M OPEN,00:25:14,00:07:08,01:15:33,00:02:00,00:59:46
4612,31,M,M OPEN,00:29:23,00:10:57,01:31:03,00:05:05,01:04:48
4615,31,M,M OPEN,00:25:00,00:05:32,01:13:19,00:01:44,00:51:28
4616,31,M,M OPEN,00:26:48,00:06:21,01:15:27,00:02:33,00:56:07
4617,31,M,M OPEN,00:27:45,00:13:18,01:45:06,00:04:05,01:01:37
4619,31,M,M OPEN,00:21:42,00:06:16,01:19:35,00:01:47,00:50:47
4620,31,M,M OPEN,00:21:17,00:03:29,01:06:23,00:01:29,00:45:57
4621,31,M,M OPEN,00:26:30,00:04:47,01:11:19,00:01:43,00:54:02
4625,31,M,M OPEN,00:20:29,00:07:52,01:40:14,00:04:20,01:04:15
4628,31,M,M OPEN,00:28:39,00:08:56,01:25:29,00:02:29,00:51:23
4630,31,M,M OPEN,00:20:57,00:04:11,01:11:15,00:01:35,00:43:02
4631,31,M,M OPEN,00:26:32,00:03:46,01:21:31,00:01:50,00:56:37
4632,31,M,M OPEN,00:19:35,00:07:41,01:27:35,00:03:50,01:05:38
4634,31,M,M OPEN,00:25:16,00:07:00,01:11:32,00:03:27,00:51:19
4636,31,M,M OPEN,00:19:45,00:04:59,01:11:59,00:01:43,00:44:57
4637,31,M,M OPEN,00:31:20,00:11:00,01:47:29,00:02:42,00:59:52
4638,31,M,M OPEN,00:21:35,00:08:25,01:23:39,00:03:59,00:54:09
4640,32,M,M OPEN,00:22:18,00:06:41,01:24:17,00:03:11,01:06:08
4641,32,M,M OPEN,00:25:00,00:05:27,01:21:57,00:02:03,01:08:58
4644,32,M,M OPEN,00:28:19,00:06:20,01:17:21,00:01:58,01:11:14
4645,32,M,M OPEN,00:26:32,00:10:38,01:30:03,00:03:23,00:53:29
4646,32,M,M OPEN,00:28:33,00:09:47,01:30:21,00:01:55,01:08:02
4647,32,M,M OPEN,00:22:19,00:04:51,01:07:58,00:01:50,00:54:00
4649,32,M,M OPEN,00:22:41,00:05:28,01:15:45,00:01:15,00:49:20
4650,32,M,M OPEN,00:25:03,00:06:03,01:19:23,00:03:39,01:00:43
4651,32,M,M OPEN,00:21:14,00:06:51,01:16:00,00:03:59,00:43:57
4653,32,M,M OPEN,00:20:11,00:06:05,01:18:03,00:02:07,00:49:39
4654,32,M,M OPEN,00:25:37,00:06:48,01:29:54,00:02:22,01:03:28
4655,32,M,M OPEN,00:22:39,00:06:05,01:16:08,00:01:42,00:53:36
4656,32,M,M OPEN,00:25:15,00:08:02,01:22:50,00:02:29,01:05:57
4657,32,M,M OPEN,00:22:25,00:04:55,01:20:14,00:01:58,00:55:59
